filepath,speaker_id,sentence_id,emotion,intensity,dataset,language,duration,rms_mean,zcr_mean,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_bandwidth_mean,spectral_contrast_mean,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_mean,chroma_std,tempo,pitch_mean,pitch_std,pitch_range,voicing_rate,split
datasets/CREMAD/AudioWAV/1044_TAI_FEA_XX.wav,1044,TAI,FEA,XX,CREMA-D,en,2.56925,0.020454396,0.091455078125,1599.404690049457,828.4469220221363,3503.7109375,1955.3307427863576,16.402193113771396,-350.36725,94.36271,95.046524,36.655655,43.91626,19.499998,27.40979,15.369427,2.160291,25.447966,1.3328876,11.55621,4.607878,7.636267,-7.543789,9.098762,-1.5676042,7.797706,-4.768884,7.193574,-7.1903152,6.805398,-2.448318,5.6200914,-0.7441394,7.129465,0.3759919,0.30290738,[125.],192.38094424107683,40.22450729338807,158.15441669837892,0.525,val
datasets/CREMAD/AudioWAV/1015_IWL_SAD_XX.wav,1015,IWL,SAD,XX,CREMA-D,en,2.8695,0.014698437,0.05316297743055556,1204.435958927991,293.39527871929425,2663.8020833333335,1767.1223799825225,16.793698613331504,-378.17828,59.861473,111.65934,21.838455,36.620247,20.0772,27.279406,20.68027,9.971472,17.608921,6.698862,8.432232,2.152331,9.372067,1.1924508,6.835136,0.0073624267,8.093179,-4.839559,7.0630307,-0.65821314,5.7623897,1.236796,5.888202,-4.570187,6.910459,0.30129397,0.29833603,[125.],170.08270583792643,16.743074113516272,47.73415239962418,0.32222222222222224,train
datasets/CREMAD/AudioWAV/1042_IEO_FEA_HI.wav,1042,IEO,FEA,HI,CREMA-D,en,2.06875,0.18544658,0.10619419642857143,1499.934647247829,509.99490123354354,2715.401785714286,1525.8465723766565,19.05679132879688,-146.73941,75.967384,103.48088,26.793198,-26.205223,36.508717,-14.962082,22.033403,-4.000483,21.539845,-7.1129394,11.092745,-24.998558,9.226139,-14.099425,17.128166,-10.31598,11.494665,6.271471,11.010856,-5.786812,7.9720306,7.002732,11.680514,-13.914739,11.059731,0.31231692,0.33090192,[208.33333333],397.6044007862004,85.16694470095527,232.95939023116057,0.7142857142857143,train
datasets/CREMAD/AudioWAV/1057_IEO_FEA_HI.wav,1057,IEO,FEA,HI,CREMA-D,en,2.7694375,0.15471153,0.10611979166666667,1802.677789337082,568.9660041842014,3617.8385416666665,1815.4101690145828,18.157964549198503,-135.978,106.37166,83.20241,25.540478,-6.475038,27.719133,-3.5473032,25.949787,-16.20272,25.642212,-9.039193,9.136964,-6.4871154,12.827162,-15.266126,11.719753,-12.548488,12.687717,-3.237502,4.6594267,0.5094772,6.6172705,3.835523,5.8322787,-16.240406,8.717791,0.37677214,0.33058256,[156.25],321.00812244421684,24.265003847084532,87.09811190302963,0.7083333333333334,test
datasets/CREMAD/AudioWAV/1067_TSI_SAD_XX.wav,1067,TSI,SAD,XX,CREMA-D,en,2.5025,0.022843849,0.09376236155063292,1582.5359903465485,771.8009473573863,3492.3852848101264,1955.0108134836755,15.990262423971858,-348.11728,103.22081,91.112434,34.462364,43.716785,18.405413,29.514818,12.326502,11.327395,10.045917,3.4445245,10.849557,-11.494098,16.895657,-7.1709766,13.264513,-0.9954619,6.3177943,-3.983988,6.5434785,-0.4572097,4.899569,-2.6329188,6.6363826,-2.7294936,5.6268554,0.4058908,0.29943058,[144.23076923],247.2476424724485,73.0662519616232,187.70636981043864,0.6962025316455697,test
datasets/CREMAD/AudioWAV/1063_IEO_HAP_HI.wav,1063,IEO,HAP,HI,CREMA-D,en,1.6349375,0.049947076,0.10402305453431372,1507.7305492087269,427.63894705911855,2887.714460784314,1579.9643342694171,17.4558391770612,-252.7844,121.17507,104.97986,26.429546,-13.128076,42.47946,20.733324,27.61905,-8.606507,22.538618,-2.6576865,14.249201,-0.24604543,11.540561,-2.378204,9.593926,7.4039655,9.715333,1.3511611,8.004315,-9.170542,8.188146,0.13565168,7.498801,-3.7427008,8.364625,0.37984183,0.31130743,[144.23076923],0.0,0.0,0.0,0.0,train
datasets/CREMAD/AudioWAV/1076_IEO_HAP_HI.wav,1076,IEO,HAP,HI,CREMA-D,en,1.901875,0.04693312,0.13106863839285715,1890.9814815426882,448.53552632949976,3848.6328125,1887.9324879304775,17.175408996614756,-253.21736,111.09714,72.99949,22.672293,-5.026639,29.562176,18.264154,25.421507,8.376528,15.914023,-10.512228,19.06743,-11.814931,10.438546,-9.288658,13.74521,-0.41269058,11.11261,4.192959,6.0763464,-4.066488,7.8157043,8.212949,15.369064,6.1318817,11.427764,0.3584049,0.3059384,[89.28571429],558.1840647881602,191.12877485070524,520.5247792276834,0.5535714285714286,test
datasets/CREMAD/AudioWAV/1072_TSI_SAD_XX.wav,1072,TSI,SAD,XX,CREMA-D,en,2.3690625,0.015474873,0.10906901041666667,1709.1160027790245,989.428731429179,3777.2916666666665,2039.109526572235,15.38476555656325,-369.22964,80.06427,93.04914,29.686932,47.623646,27.361734,27.515528,11.732514,13.333328,9.29409,-1.60217,15.657324,-5.203146,16.593788,-4.3281384,7.903317,1.7381146,6.378504,-0.621867,4.999116,-5.632776,7.7115183,1.9413061,6.5234084,-3.6412916,6.0831785,0.3949201,0.30764082,[144.23076923],222.29553662074778,44.655841286936464,123.1192544665021,0.26666666666666666,train
datasets/CREMAD/AudioWAV/1053_IEO_FEA_MD.wav,1053,IEO,FEA,MD,CREMA-D,en,2.102125,0.007621964,0.060065991950757576,1253.275679110289,189.4966257245536,2894.53125,1878.8092599017168,15.829279032258853,-404.13132,41.793938,113.34467,13.327496,42.64998,18.476984,18.278519,14.265154,11.180646,8.87282,3.5502918,7.510647,-1.8209043,7.939177,1.1075462,6.4559712,2.2943976,5.7782836,1.5691392,6.207161,-1.7903738,4.8786325,-0.84452057,6.5546374,1.1846852,4.8713717,0.41024882,0.29468766,[85.22727273],247.74474984762236,52.71150810556213,189.08896254568614,0.696969696969697,test
datasets/CREMAD/AudioWAV/1026_IWL_HAP_XX.wav,1026,IWL,HAP,XX,CREMA-D,en,1.8685,0.04278386,0.06989870233050847,1386.852221701617,595.4326589373017,2785.7521186440677,1707.577294656222,17.013100950834684,-288.9302,99.80855,110.42735,29.486578,16.659513,26.595102,9.523182,26.218262,1.5561324,22.002834,-1.8765405,13.070748,-3.4879546,14.730412,-9.347316,14.092826,-8.400887,10.479258,1.9689887,12.873177,1.0571142,7.0906,-4.4409657,6.433428,-7.7931943,10.087323,0.3146291,0.3141113,[125.],209.61919280169894,66.04925222367788,172.47721835636384,0.3389830508474576,test
datasets/CREMAD/AudioWAV/1033_IWL_HAP_XX.wav,1033,IWL,HAP,XX,CREMA-D,en,2.535875,0.06024518,0.07753468983208955,1423.6331035679787,226.73125648857348,3214.2024253731342,1748.028027285289,17.571441857419323,-260.62015,138.6753,105.15343,20.580011,12.882281,31.217354,15.102857,20.958147,-11.712905,27.491829,-3.0788186,13.506467,4.575386,13.617596,-11.98306,14.320574,-0.06306292,9.080784,-6.9649534,10.247868,-2.8665197,9.004405,3.6728847,7.091309,-10.859178,10.402431,0.36929777,0.30225596,[125.],230.53755654313815,10.661206059673,32.82323594370496,0.34328358208955223,val
datasets/CREMAD/AudioWAV/1046_IEO_FEA_MD.wav,1046,IEO,FEA,MD,CREMA-D,en,1.7684375,0.0104713915,0.061008998325892856,1270.0189124001574,421.7806356051775,2872.628348214286,1870.7258235444463,15.440856059093647,-398.9695,56.09346,112.98244,22.16993,45.607014,17.234797,17.502974,17.96351,8.690121,12.103522,5.2727714,8.053502,-0.36215538,8.661207,-1.100289,9.710357,2.2082584,4.198559,1.5576515,5.339589,3.1450114,4.2866187,0.09716522,4.860486,-2.929194,3.1748564,0.36886713,0.2893996,[125.],225.21669226369292,68.64806988438625,192.09379822549454,0.5892857142857143,train
datasets/CREMAD/AudioWAV/1056_TAI_SAD_XX.wav,1056,TAI,SAD,XX,CREMA-D,en,1.968625,0.023884304,0.08329920614919355,1417.102954994017,691.8915936659256,2895.4133064516127,1785.2047466469273,17.12421720064484,-334.9645,68.99234,108.74653,32.85154,37.794422,24.158548,13.250169,21.431906,-5.9751263,21.444761,-0.9368227,15.061553,-5.2546167,11.168884,-12.693294,9.060238,-1.5146464,9.285996,-6.742877,7.8552513,1.2370306,6.543345,-0.6627348,5.479325,0.94262314,7.5949383,0.3194011,0.31327748,[234.375],314.51810248284414,23.413174549635425,83.39213747780258,0.6129032258064516,train
datasets/CREMAD/AudioWAV/1007_IWL_FEA_XX.wav,1007,IWL,FEA,XX,CREMA-D,en,3.403375,0.013028007,0.04776485835280374,1067.1383322435008,131.87307227583736,2237.003504672897,1719.2387719323958,16.74070715403774,-401.55118,60.365948,116.90732,16.002825,46.73146,21.446346,22.21934,14.726529,3.8213503,20.639872,9.745489,10.072126,6.051766,8.188517,-3.6603274,12.755967,2.1212857,5.7287364,-1.1517932,7.4757576,-1.3898157,5.9579782,-4.267926,6.7142773,-2.9554589,6.5964417,0.29008567,0.30407253,[125.],309.77845317686257,39.11267047910863,139.28179788240166,0.6728971962616822,train
datasets/CREMAD/AudioWAV/1072_IEO_HAP_MD.wav,1072,IEO,HAP,MD,CREMA-D,en,2.102125,0.016014516,0.075439453125,1401.3378327792898,542.5766353940089,3007.930871212121,1760.743872460258,16.920678093350226,-349.08984,78.33408,114.25944,25.630157,26.169798,33.911716,20.494768,22.415432,0.8841987,19.80096,1.2497324,15.981321,-4.0211215,10.037932,-8.376805,11.131884,8.18426,10.734715,7.490196,9.634121,-5.7674184,7.5828567,-2.0654726,8.637277,-4.0670004,6.727801,0.39971337,0.3003037,[156.25],259.53146219043794,15.722403216151918,57.874606159423024,0.5151515151515151,train
datasets/CREMAD/AudioWAV/1067_IEO_HAP_MD.wav,1067,IEO,HAP,MD,CREMA-D,en,2.7026875,0.012971423,0.07687844669117647,1363.2631693653273,810.6890322369048,2847.2426470588234,1843.4835545593003,16.245371452381633,-384.60022,56.91857,112.463974,31.826675,47.454556,23.493187,17.33646,17.784891,13.556947,11.781148,4.6771016,8.115066,-5.5725236,13.989235,-1.35483,6.5623093,-2.386853,7.0257554,0.36108494,5.6794257,1.9436667,9.629873,-0.40828484,8.352589,-6.82626,6.3344226,0.4151481,0.29758078,[104.16666667],245.10004139386166,44.29903902566524,143.98710863958945,0.36470588235294116,test
datasets/CREMAD/AudioWAV/1012_IWL_FEA_XX.wav,1012,IWL,FEA,XX,CREMA-D,en,2.402375,0.04130505,0.0681409333881579,1276.6182187152892,299.614368899007,2560.032894736842,1636.8625486295375,18.82091325878762,-317.39175,97.97908,100.02871,19.547106,15.684731,30.657642,23.189102,19.367146,3.2232609,24.279436,7.8352475,15.124435,0.6459352,11.607163,-17.912912,13.905371,-0.14989161,11.909919,1.2361631,9.630003,1.5555384,8.474529,-2.6557102,7.7956557,-1.1833471,8.723959,0.27505898,0.31428355,[170.45454545],346.1460728658303,23.20086947847055,101.46000141063308,0.881578947368421,train
datasets/CREMAD/AudioWAV/1018_ITS_NEU_XX.wav,1018,ITS,NEU,XX,CREMA-D,en,2.3356875,0.011775811,0.06221907106164384,1325.11960135723,586.1399405933245,3021.0830479452056,1899.002404672374,16.35306553290027,-394.71017,58.667282,104.387375,23.571398,47.48227,20.352015,32.25002,15.552933,14.910522,13.496711,0.2741717,14.586887,1.7097319,8.177988,-5.253641,6.4527445,-1.2672938,7.434601,-0.3856762,4.271012,-1.2937232,5.6126375,-1.2341269,5.4057903,-1.8477373,5.3721447,0.31582072,0.29978046,[144.23076923],285.47985230403856,23.186975072412135,87.99452521634524,0.4383561643835616,test
datasets/CREMAD/AudioWAV/1043_TAI_SAD_XX.wav,1043,TAI,SAD,XX,CREMA-D,en,2.2689375,0.010914853,0.05829803036971831,1291.9084409609482,473.77188207388514,2922.975352112676,1855.1710849885058,16.502926760394015,-396.67056,36.39427,110.173584,22.452887,48.52869,19.57454,26.83816,18.898695,6.213972,13.349874,0.8195085,10.343476,-0.27973673,8.338494,-3.838841,7.31915,0.7971256,6.5017605,-0.8429729,5.3809133,-3.929225,6.1790447,0.86712164,4.6921735,0.067863226,6.070759,0.33624652,0.3129739,[98.68421053],284.48968293361287,29.190065849678998,108.16996684437666,0.6338028169014085,train
datasets/CREMAD/AudioWAV/1007_TSI_ANG_XX.wav,1007,TSI,ANG,XX,CREMA-D,en,2.2689375,0.12623759,0.14339986661585366,2088.8351835687617,536.2848730335434,4204.83993902439,1932.50255080826,18.981083884248743,-149.22464,87.17406,63.944233,21.649345,-6.8440633,36.861168,8.051942,19.17811,-8.124636,19.897388,-14.518387,20.62901,-9.171164,12.856203,-12.125294,16.847052,-1.4381049,10.740885,1.3515581,9.222195,-8.031382,8.386458,-11.052204,9.300297,-11.776026,12.2532625,0.27750793,0.31416583,[312.5],464.3519746976129,96.00543304827144,284.8189521570866,0.6585365853658537,train
datasets/CREMAD/AudioWAV/1012_TSI_ANG_XX.wav,1012,TSI,ANG,XX,CREMA-D,en,2.43575,0.029165195,0.1392115542763158,1982.251740376535,1065.6094220824793,4131.476151315789,2057.7189140310206,16.938585800527726,-317.40317,103.99799,77.46579,31.201382,31.085915,34.771694,30.271465,18.199724,12.09454,17.143332,-7.8225594,17.246698,-1.2726649,10.012909,-8.744972,10.131924,-1.0780023,11.435116,-1.6449313,5.5790586,2.1710112,7.9624553,4.21415,6.051248,-2.7993858,6.5551753,0.2871847,0.30933678,[234.375],337.3648072141829,38.15233164983444,145.4719059128538,0.8289473684210527,train
datasets/CREMAD/AudioWAV/1045_TSI_NEU_XX.wav,1045,TSI,NEU,XX,CREMA-D,en,2.8028125,0.012701749,0.10978005149147728,1766.2718314963606,1021.976654458779,3941.317471590909,2057.0016077369028,15.76511232810947,-379.5531,70.94172,91.6695,31.495441,50.18142,27.115398,26.76482,11.805604,10.83417,11.486235,2.1364443,8.420158,-7.956282,12.939913,-8.385898,12.288552,-0.67161024,6.6447315,0.28729555,4.6946034,-3.0718768,6.507395,-1.4552861,4.462961,0.75568795,8.166964,0.37384433,0.29588825,[234.375],180.84776040565254,22.022086500953524,66.47447969471256,0.375,train
datasets/CREMAD/AudioWAV/1050_TSI_NEU_XX.wav,1050,TSI,NEU,XX,CREMA-D,en,1.8018125,0.0143505,0.12176192434210527,1790.4585852568537,1117.1249222159308,3898.9857456140353,2083.3977467355257,15.457849988504007,-377.39236,66.65462,93.435776,35.58217,60.88068,25.903429,25.303947,11.787362,17.702614,6.8764644,2.4701812,9.73449,-8.687024,10.549012,-8.976429,11.664803,-7.1928663,11.325252,0.66287243,4.0773597,-4.322134,7.0435014,0.7739298,4.3206635,-1.8078198,4.065354,0.40084732,0.29427737,[170.45454545],160.3332700730287,11.318313151694156,41.79571888698584,0.5263157894736842,val
datasets/CREMAD/AudioWAV/1074_TAI_NEU_XX.wav,1074,TAI,NEU,XX,CREMA-D,en,2.6693125,0.019871177,0.08349028087797619,1439.5351476245337,606.2705771319285,3132.9055059523807,1802.5001011969268,16.51922911359497,-357.0183,71.74896,108.1543,31.275164,36.27686,30.136385,21.344076,25.080715,-3.902198,23.408213,0.016053313,14.297797,1.4522176,10.340063,-4.695921,8.900188,-4.9723277,9.712052,0.81841505,8.888054,-1.4817857,6.0930305,0.76638365,6.583657,-2.6395206,6.8556423,0.35950089,0.31059736,[170.45454545],275.0010403731823,27.426573552771764,89.53264242384904,0.5238095238095238,train
datasets/CREMAD/AudioWAV/1061_TAI_NEU_XX.wav,1061,TAI,NEU,XX,CREMA-D,en,3.06975,0.011519994,0.07699076334635417,1491.2639280542928,613.8636559477113,3392.6595052083335,1930.6382898506351,15.679416781147129,-372.97885,56.635094,106.328026,25.354546,33.449894,22.620703,17.826849,17.39644,6.807247,14.70336,4.28719,13.635852,5.0506706,12.469808,-2.9137523,6.165829,-0.06862271,7.626714,0.1433777,7.5434175,-0.04221967,6.4185915,2.777714,6.9185104,-4.107921,5.5973644,0.43593612,0.30311012,[89.28571429],229.0545959264428,34.89943564793259,137.08325681046773,0.4479166666666667,val
datasets/CREMAD/AudioWAV/1036_TAI_ANG_XX.wav,1036,TAI,ANG,XX,CREMA-D,en,2.56925,0.10983519,0.09272737323113207,1473.5570189121513,604.6366852854443,2950.4716981132074,1578.8647865208254,18.49022654980104,-224.98163,93.63661,109.17408,35.010334,15.992564,49.11662,35.4452,24.451069,-15.69641,33.264915,-29.694357,26.885334,-3.6523423,11.366518,-19.864792,9.381698,-10.883923,9.882104,2.5510504,9.653113,-8.143712,7.3276067,2.0744722,5.116853,-8.772418,8.254454,0.35013545,0.30885804,[208.33333333],295.8383686158612,30.07199318161784,96.58704071372276,0.6981132075471698,val
datasets/CREMAD/AudioWAV/1023_TAI_ANG_XX.wav,1023,TAI,ANG,XX,CREMA-D,en,2.602625,0.16549262,0.1061748798076923,1635.8831339843912,635.4987977123376,3122.956730769231,1768.2438328129567,19.401111630297574,-161.72571,78.9437,84.62892,32.35493,18.919598,28.377033,3.431449,30.352732,-27.92604,32.06667,-24.45708,17.317709,-6.627642,12.759674,-13.064447,9.923021,-1.7129971,10.807311,-2.3501463,12.401887,-7.32419,11.074684,5.7900996,8.874177,-2.0384715,10.894061,0.27681428,0.31596124,[125.],314.4783654665288,29.941454452273398,155.90893563783425,0.7538461538461538,train
datasets/CREMAD/AudioWAV/1025_IEO_ANG_HI.wav,1025,IEO,ANG,HI,CREMA-D,en,3.8705625,0.15698215,0.11167944931402439,1710.9587438567332,614.3458367667056,3437.309451219512,1735.488086494445,20.139820526115066,-175.6152,82.64275,80.80031,25.130777,4.7992373,42.926186,-3.988707,23.74939,-31.523825,22.548923,0.5534673,20.518866,-0.63168025,17.85616,-21.382158,11.134661,10.368238,14.132912,-5.9149213,14.936276,-3.9021122,10.22661,-0.18873724,5.7713723,-2.4855478,6.088791,0.24448188,0.31845114,[125.],386.4187843200081,23.72972230427484,98.46283309217813,0.9512195121951219,train
datasets/CREMAD/AudioWAV/1030_IEO_ANG_HI.wav,1030,IEO,ANG,HI,CREMA-D,en,2.3356875,0.2727621,0.1347748378537736,2082.4572317298043,310.6346311763807,4017.688679245283,1825.6801389998511,19.190625044475745,-60.67108,79.19752,49.860794,26.029654,-23.719845,30.964327,-10.805906,22.340113,-30.44869,17.039894,1.8944075,24.367783,-10.458929,11.782145,-26.452217,8.302255,0.015983885,11.489463,-8.539264,8.392784,-10.948241,9.89172,-2.9157794,9.548856,-14.18675,6.820736,0.28227964,0.31022373,[125.],508.84762893352274,43.89816580894667,137.44636152572417,0.8490566037735849,train
datasets/CREMAD/AudioWAV/1039_MTI_DIS_XX.wav,1039,MTI,DIS,XX,CREMA-D,en,3.1364375,0.08614212,0.0850461929563492,1138.920925686627,361.3028296096131,2018.7251984126983,1211.1731724821411,18.726181911658333,-229.46097,86.2499,144.2072,31.747572,-16.136059,42.94765,34.768814,30.08475,-3.2906988,34.276257,-36.788097,19.687773,13.913636,15.771264,-14.312517,13.616212,-20.796322,12.310622,-8.731514,10.53346,-5.8178186,8.382213,-9.685368,7.8226275,2.204834,9.805056,0.35755742,0.29934892,[125.],0.0,0.0,0.0,0.0,train
datasets/CREMAD/AudioWAV/1034_IEO_ANG_MD.wav,1034,IEO,ANG,MD,CREMA-D,en,1.968625,0.10384489,0.10123697916666667,1513.8970882340773,356.8083777274989,3048.394097222222,1556.164311206193,17.649602159561645,-155.6631,96.24874,108.879364,19.730757,-13.796062,27.121395,-0.46068,17.872984,-31.500841,27.963188,-5.052506,13.54182,-1.9203562,12.566922,-25.658827,17.185648,0.13514751,6.262684,6.1184216,9.834789,-1.5692123,5.284014,-7.5277743,6.08352,-6.246625,6.6270905,0.42420718,0.3054759,[98.68421053],0.0,0.0,0.0,0.0,train
datasets/CREMAD/AudioWAV/1021_IEO_ANG_MD.wav,1021,IEO,ANG,MD,CREMA-D,en,2.56925,0.020268176,0.08625699266975309,1513.3696178695825,553.6907597490334,3441.6473765432097,1880.1948206421823,16.419146770499587,-346.93964,104.70599,101.64939,21.755932,26.30252,33.453777,13.34831,26.662458,2.3999786,21.419294,6.6973095,16.461245,-1.7525011,10.555267,-7.4308605,10.687924,3.0586472,10.413206,1.8359439,8.993394,-5.084563,6.6352677,-3.9833717,6.8000383,-0.2913992,5.3654056,0.39710522,0.29933414,[144.23076923],309.7407528128625,24.037399988471627,95.4426123639073,0.5185185185185185,val
datasets/CREMAD/AudioWAV/1060_IWL_ANG_XX.wav,1060,IWL,ANG,XX,CREMA-D,en,2.5025,0.06115635,0.08979692851027397,1322.0913829693327,255.09828360235005,2325.66352739726,1445.255668422405,18.122706634124928,-244.83885,93.667175,118.41628,26.283861,-15.071361,42.294712,-4.5923285,24.573568,-7.063923,24.23079,-0.19645093,13.999118,4.4902973,15.253663,-19.235493,13.595645,-2.2088041,10.711589,7.771462,11.652813,-10.2906475,6.5501184,1.3188989,10.324835,-5.363505,8.037914,0.33720365,0.3102103,[81.52173913],290.47331227524097,53.541157055233235,207.12662615376016,0.7808219178082192,train
datasets/CREMAD/AudioWAV/1075_IWL_ANG_XX.wav,1075,IWL,ANG,XX,CREMA-D,en,3.06975,0.024682,0.067840576171875,1195.304690444524,269.091781492899,2418.45703125,1564.9095579276516,16.965670172235633,-340.921,83.108925,120.940636,23.068308,19.877184,38.26344,17.384584,23.84826,-6.117953,25.655174,3.3411515,17.081303,5.7595553,10.48391,-6.1028495,11.279834,-1.1025244,7.7771683,-2.752259,7.2168784,-4.183933,7.6802797,-0.077466756,6.6774926,-3.5348337,6.9223304,0.3580218,0.31545594,[133.92857143],319.2645615400981,39.52363708414067,139.5323296650168,0.5208333333333334,train
datasets/CREMAD/AudioWAV/1022_IWL_NEU_XX.wav,1022,IWL,NEU,XX,CREMA-D,en,2.6359375,0.023177229,0.05525225903614458,1147.8646355559035,280.9309467158463,2441.0768072289156,1611.0347523868052,17.144235975613725,-343.85043,82.22235,123.50094,25.525904,28.226795,28.294367,24.399767,21.271723,-4.890488,25.717796,-0.65855694,12.547047,3.065265,10.214536,-8.521618,13.457447,-5.20964,10.645843,-2.7996445,8.05318,2.2322624,6.1009455,-2.9844728,5.138913,-3.2599916,7.9039025,0.34009552,0.29546824,[156.25],158.28370228233945,8.54121862841951,33.356425207889885,0.3855421686746988,test
datasets/CREMAD/AudioWAV/1028_ITS_FEA_XX.wav,1028,ITS,FEA,XX,CREMA-D,en,2.8028125,0.016781954,0.07309237393465909,1428.7214775123985,735.5050605023805,3157.7592329545455,1898.8796185453493,16.585715234089378,-386.1003,49.899452,96.24057,28.79417,47.471848,19.223331,35.198437,17.288904,13.313148,11.864703,2.4012494,11.073527,2.6315536,9.716344,-2.6320295,7.3242373,-2.9868174,7.478868,-5.152337,7.9901958,-4.9858966,6.728233,-4.6362643,6.0283957,-4.9457793,5.3623714,0.308698,0.31075814,[156.25],426.2206438323268,51.30817084507576,200.67569116240747,0.5227272727272727,test
datasets/CREMAD/AudioWAV/1037_IWL_NEU_XX.wav,1037,IWL,NEU,XX,CREMA-D,en,2.2021875,0.019083101,0.056060348731884056,1130.5952374145998,304.91124902833343,2400.3623188405795,1605.5862182309236,16.980562589571957,-366.9733,65.71838,124.83111,27.84456,30.822567,22.54724,18.630575,23.873962,-0.27616647,19.579714,2.0355077,13.606413,-0.78426427,13.350705,-10.115083,11.902745,-3.6030886,8.080717,2.8168824,6.214361,-2.3777952,6.5967374,-2.1939297,5.5302,-2.217187,4.818692,0.38100702,0.3112788,[125.],228.774450252511,39.478967554772325,146.7521637262749,0.6521739130434783,train
datasets/CREMAD/AudioWAV/1009_ITS_HAP_XX.wav,1009,ITS,HAP,XX,CREMA-D,en,2.56925,0.034013838,0.08855372299382716,1580.5462879443614,564.3499542894458,3530.671296296296,1909.7273535965492,16.654050360549782,-317.31613,129.80798,90.75553,24.598083,23.223076,35.7814,19.732832,24.892866,4.3184195,24.456764,-5.738144,21.731329,0.59857583,10.283679,-0.68078554,12.366486,-1.6226764,12.420168,0.18388116,7.608796,-2.2575095,5.897671,-1.000896,9.131133,-5.7090135,7.9803023,0.31556225,0.31374615,[187.5],367.5651062465689,59.55595858442796,150.61407636818024,0.4074074074074074,train
datasets/CREMAD/AudioWAV/1067_IEO_SAD_LO.wav,1067,IEO,SAD,LO,CREMA-D,en,2.93625,0.008946609,0.062261166779891304,1341.1105691302673,404.2235231995057,3146.399456521739,1933.8594944079869,15.671203080771859,-396.50436,55.64031,110.35166,20.067204,44.949825,20.646507,17.35163,17.590246,13.548828,12.3350525,6.3569436,7.2670107,-2.1651614,9.450687,-0.25128803,6.560966,-2.602121,5.5462103,1.734779,6.1936045,-1.8707075,7.3937488,-0.12003875,5.142179,-1.665595,5.402102,0.4589192,0.27815714,[133.92857143],183.42234512949162,41.31421890661324,120.35561644994633,0.32608695652173914,test
datasets/CREMAD/AudioWAV/1072_IEO_SAD_LO.wav,1072,IEO,SAD,LO,CREMA-D,en,2.102125,0.011363823,0.06702030066287878,1323.7447204113455,580.2569782605789,2995.3835227272725,1879.5965056206217,15.96539604740468,-395.75546,55.99263,112.51016,21.190737,43.450726,23.391035,17.935223,13.979973,12.502677,10.724652,4.405774,7.903394,-1.5656962,8.428476,-4.452534,10.351671,1.2130724,5.5851645,5.452413,8.40233,-3.769348,6.5632997,-2.1642272,4.669565,-1.6368644,5.715668,0.38836408,0.29625526,[93.75],239.37154030369334,55.611153973896556,147.63785230330996,0.5757575757575758,train
datasets/CREMAD/AudioWAV/1080_TIE_HAP_XX.wav,1080,TIE,HAP,XX,CREMA-D,en,2.902875,0.026656982,0.08661894745879122,1538.5389608709274,727.6401596122064,3494.934752747253,1915.9750314555297,16.38636106931674,-336.24167,126.84427,99.15346,26.66932,30.184973,37.324993,22.128977,14.774766,8.063114,17.420694,-5.1750665,17.869162,1.9278132,8.895772,-0.23040323,10.968669,0.075203374,8.129352,-2.168341,5.6872053,-8.016578,8.353096,2.509587,5.6871095,0.042167198,5.0305467,0.38051,0.3048985,[125.],231.8598342101463,7.506072646317891,21.67383911605816,0.15384615384615385,train
datasets/CREMAD/AudioWAV/1024_WSI_FEA_XX.wav,1024,WSI,FEA,XX,CREMA-D,en,2.7694375,0.0163134,0.11588541666666667,1710.4663797209548,1145.3445410407744,3493.6242816091954,1952.0737178725647,15.623049144429501,-354.31616,86.28497,92.85265,37.993473,37.49485,25.47287,24.191954,12.671469,12.644704,11.296817,1.9262204,10.490416,2.7718556,6.5982823,-2.8053975,7.831993,-1.2841253,2.962199,-4.539842,8.487459,-6.5740085,6.0047374,-4.771757,7.2959623,-3.45994,4.9796853,0.34070823,0.30364433,[170.45454545],355.1929771266631,58.85537079026895,199.02639783021124,0.632183908045977,train
datasets/CREMAD/AudioWAV/1031_WSI_FEA_XX.wav,1031,WSI,FEA,XX,CREMA-D,en,2.2826875,0.021317597,0.09324815538194445,1479.399583785129,834.4029135820008,3173.5026041666665,1797.949266212805,16.471587683252285,-348.87885,93.20412,107.906456,38.1198,36.475204,28.78364,22.858612,16.376389,-1.2028391,25.08712,2.9110332,10.035699,-4.496073,12.195968,-13.169658,13.213664,-1.6260322,8.511302,1.4783775,7.826229,-1.9041201,6.766381,0.71740276,5.681369,-1.3450025,5.436492,0.39581496,0.30067617,[98.68421053],233.05330730970778,70.42495337248859,188.61370790158975,0.5833333333333334,train
